,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,1334000000.0,116000000.0,-989000000.0,910000000.0,1199000000.0
Repurchase Of Capital Stock,-836000000.0,-504000000.0,-414000000.0,0.0,-241000000.0
Repayment Of Debt,-3084000000.0,-459000000.0,-1130000000.0,-726000000.0,-1221000000.0
Issuance Of Debt,2807000000.0,1509000000.0,2432000000.0,250000000.0,480000000.0
Capital Expenditure,-500000000.0,-1507000000.0,-2458000000.0,-836000000.0,-428000000.0
Interest Paid Supplemental Data,320000000.0,155000000.0,266000000.0,164000000.0,279000000.0
End Cash Position,512000000.0,825000000.0,432000000.0,735000000.0,386000000.0
Beginning Cash Position,825000000.0,432000000.0,735000000.0,386000000.0,388000000.0
Effect Of Exchange Rate Changes,-1000000.0,-5000000.0,0.0,5000000.0,2000000.0
Changes In Cash,-312000000.0,398000000.0,-303000000.0,344000000.0,-4000000.0
Financing Cash Flow,-1617000000.0,254000000.0,615000000.0,-696000000.0,-1191000000.0
Cash Flow From Continuing Financing Activities,-1617000000.0,254000000.0,615000000.0,-696000000.0,-1191000000.0
Net Other Financing Charges,-234000000.0,-20000000.0,-69000000.0,-20000000.0,-61000000.0
Cash Dividends Paid,-270000000.0,-272000000.0,-204000000.0,-200000000.0,-148000000.0
Common Stock Dividend Paid,-270000000.0,,,-200000000.0,-148000000.0
Net Common Stock Issuance,-836000000.0,-504000000.0,-414000000.0,0.0,-241000000.0
Common Stock Payments,-836000000.0,-504000000.0,-414000000.0,0.0,-241000000.0
Net Issuance Payments Of Debt,-277000000.0,1050000000.0,1302000000.0,-476000000.0,-741000000.0
Net Long Term Debt Issuance,-277000000.0,1050000000.0,1302000000.0,-476000000.0,-741000000.0
Long Term Debt Payments,-3084000000.0,-459000000.0,-1130000000.0,-726000000.0,-1221000000.0
Long Term Debt Issuance,2807000000.0,1509000000.0,2432000000.0,250000000.0,480000000.0
Investing Cash Flow,-529000000.0,-1479000000.0,-2387000000.0,-706000000.0,-440000000.0
Cash Flow From Continuing Investing Activities,-529000000.0,-1479000000.0,-2387000000.0,-706000000.0,-440000000.0
Net Other Investing Changes,-5000000.0,-4000000.0,71000000.0,64000000.0,16000000.0
Net Investment Purchase And Sale,14000000.0,44000000.0,32000000.0,102000000.0,-2000000.0
Sale Of Investment,17000000.0,56000000.0,33000000.0,111000000.0,0.0
Purchase Of Investment,-3000000.0,-12000000.0,-1000000.0,-9000000.0,-2000000.0
Net Business Purchase And Sale,-38000000.0,-12000000.0,-32000000.0,-36000000.0,-26000000.0
Purchase Of Business,-38000000.0,-12000000.0,-17000000.0,-51000000.0,-26000000.0
Net PPE Purchase And Sale,-500000000.0,-1507000000.0,-2458000000.0,-836000000.0,-428000000.0
Purchase Of PPE,-500000000.0,-1507000000.0,-2458000000.0,-836000000.0,-428000000.0
Operating Cash Flow,1834000000.0,1623000000.0,1469000000.0,1746000000.0,1627000000.0
Cash Flow From Continuing Operating Activities,1834000000.0,1623000000.0,1469000000.0,1746000000.0,1627000000.0
Dividend Received Cfo,,1000000.0,,,
Change In Working Capital,317000000.0,436000000.0,-763000000.0,181000000.0,529000000.0
Change In Other Working Capital,809000000.0,135000000.0,-775000000.0,45000000.0,838000000.0
Change In Payables And Accrued Expense,-287000000.0,324000000.0,-84000000.0,132000000.0,-129000000.0
Change In Accrued Expense,-279000000.0,197000000.0,40000000.0,130000000.0,-151000000.0
Change In Payable,-8000000.0,127000000.0,-124000000.0,2000000.0,22000000.0
Change In Account Payable,-8000000.0,127000000.0,-124000000.0,2000000.0,22000000.0
Change In Prepaid Assets,-25000000.0,-58000000.0,100000000.0,-30000000.0,-112000000.0
Change In Inventory,-7000000.0,4000000.0,-21000000.0,8000000.0,9000000.0
Change In Receivables,-173000000.0,31000000.0,17000000.0,26000000.0,-77000000.0
Other Non Cash Items,85000000.0,28000000.0,46000000.0,51000000.0,-62000000.0
Stock Based Compensation,38000000.0,39000000.0,44000000.0,39000000.0,53000000.0
Deferred Tax,-1000000.0,3000000.0,11000000.0,5000000.0,-1000000.0
Deferred Income Tax,-1000000.0,3000000.0,11000000.0,5000000.0,-1000000.0
Depreciation Amortization Depletion,461000000.0,453000000.0,436000000.0,417000000.0,412000000.0
Depreciation And Amortization,461000000.0,453000000.0,436000000.0,417000000.0,412000000.0
Operating Gains Losses,-16000000.0,-99000000.0,-147000000.0,-161000000.0,-40000000.0
Earnings Losses From Equity Investments,-84000000.0,-101000000.0,-158000000.0,-107000000.0,-48000000.0
Gain Loss On Investment Securities,8000000.0,-4000000.0,11000000.0,-54000000.0,-2000000.0
Net Income From Continuing Operations,950000000.0,762000000.0,1579000000.0,1214000000.0,736000000.0
