,2026-02-28,2025-11-30,2025-08-31,2025-05-31,2025-02-28,2024-11-30
Free Cash Flow,308000000.0,228000000.0,419000000.0,320000000.0,218000000.0,
Repurchase Of Capital Stock,-300000000.0,-300000000.0,-25000000.0,-339000000.0,-404000000.0,
Repayment Of Debt,-569000000.0,-328000000.0,-266000000.0,-1306000000.0,-284000000.0,
Issuance Of Debt,1478000000.0,200000000.0,240000000.0,1270000000.0,234000000.0,
Capital Expenditure,-103000000.0,-95000000.0,-169000000.0,-86000000.0,-116000000.0,
End Cash Position,1830000000.0,1572000000.0,1933000000.0,1523000000.0,1592000000.0,
Beginning Cash Position,1572000000.0,1933000000.0,1523000000.0,1592000000.0,2058000000.0,
Effect Of Exchange Rate Changes,7000000.0,-1000000.0,-3000000.0,19000000.0,1000000.0,
Changes In Cash,251000000.0,-360000000.0,413000000.0,-88000000.0,-467000000.0,
Financing Cash Flow,623000000.0,-503000000.0,-39000000.0,-419000000.0,-434000000.0,
Cash Flow From Continuing Financing Activities,623000000.0,-503000000.0,-39000000.0,-419000000.0,-434000000.0,
Net Other Financing Charges,-17000000.0,-65000000.0,-9000000.0,-35000000.0,-4000000.0,
Proceeds From Stock Option Exercised,,,29000000.0,0.0,,
Cash Dividends Paid,-8000000.0,-10000000.0,-8000000.0,-9000000.0,-9000000.0,
Common Stock Dividend Paid,,,,,,-10000000.0
Net Common Stock Issuance,-300000000.0,-300000000.0,-25000000.0,-339000000.0,-404000000.0,
Common Stock Payments,-300000000.0,-300000000.0,-25000000.0,-339000000.0,-404000000.0,
Net Issuance Payments Of Debt,909000000.0,-128000000.0,-26000000.0,-36000000.0,-50000000.0,
Net Long Term Debt Issuance,909000000.0,-128000000.0,-26000000.0,-36000000.0,-50000000.0,
Long Term Debt Payments,-569000000.0,-328000000.0,-266000000.0,-1306000000.0,-284000000.0,
Long Term Debt Issuance,1478000000.0,200000000.0,240000000.0,1270000000.0,234000000.0,
Investing Cash Flow,-783000000.0,-180000000.0,-136000000.0,-75000000.0,-367000000.0,
Cash Flow From Continuing Investing Activities,-783000000.0,-180000000.0,-136000000.0,-75000000.0,-367000000.0,
Net Other Investing Changes,-8000000.0,-5000000.0,,,4000000.0,13000000.0
Net Business Purchase And Sale,-724000000.0,-124000000.0,-46000000.0,22000000.0,-298000000.0,
Sale Of Business,,,-47000000.0,54000000.0,0.0,0.0
Purchase Of Business,-724000000.0,-124000000.0,1000000.0,-32000000.0,-298000000.0,
Net PPE Purchase And Sale,-51000000.0,-51000000.0,-83000000.0,-80000000.0,-73000000.0,
Sale Of PPE,52000000.0,44000000.0,86000000.0,6000000.0,43000000.0,
Purchase Of PPE,-103000000.0,-95000000.0,-169000000.0,-86000000.0,-116000000.0,
Operating Cash Flow,411000000.0,323000000.0,588000000.0,406000000.0,334000000.0,
Cash Flow From Continuing Operating Activities,411000000.0,323000000.0,588000000.0,406000000.0,334000000.0,
Change In Working Capital,7000000.0,-90000000.0,151000000.0,-20000000.0,26000000.0,
Depreciation Amortization Depletion,182000000.0,267000000.0,52000000.0,249000000.0,191000000.0,
Depreciation And Amortization,182000000.0,267000000.0,52000000.0,249000000.0,191000000.0,
Depreciation,182000000.0,267000000.0,-10000000.0,249000000.0,191000000.0,
Operating Gains Losses,,,98000000.0,,,
Gain Loss On Sale Of Business,,,98000000.0,-45000000.0,,
Net Income From Continuing Operations,222000000.0,146000000.0,218000000.0,222000000.0,117000000.0,
