,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,2803000000.0,254200000.0,6027700000.0,1283100000.0,-1601000000.0,,
Repurchase Of Capital Stock,-2356000000.0,-1507700000.0,-708100000.0,-692200000.0,-1200000000.0,,
Repayment Of Debt,-750000000.0,100000.0,0.0,-778100000.0,0.0,,
Issuance Of Debt,0.0,-200000.0,6706200000.0,0.0,6461000000.0,,
Capital Expenditure,-2530000000.0,-2970400000.0,-2808200000.0,-1803400000.0,-3267000000.0,,
End Cash Position,5282000000.0,7268000000.0,9791900000.0,3375900000.0,3093000000.0,,
Beginning Cash Position,7268000000.0,9791900000.0,3375900000.0,3093000000.0,3268000000.0,,
Effect Of Exchange Rate Changes,67000000.0,-67100000.0,31700000.0,275400000.0,132000000.0,,
Changes In Cash,-2053000000.0,-2456400000.0,6384300000.0,7100000.0,-307000000.0,,
Financing Cash Flow,-3470000000.0,-2878800000.0,531000000.0,-1245200000.0,1380000000.0,,
Cash Flow From Continuing Financing Activities,-3470000000.0,-2878800000.0,531000000.0,-1245200000.0,1380000000.0,,
Net Other Financing Charges,-591000000.0,-25100000.0,-30200000.0,-30700000.0,-686000000.0,,
Cash Dividends Paid,-1548000000.0,-1345500000.0,-1345200000.0,-1347300000.0,-1346000000.0,,
Common Stock Dividend Paid,-1548000000.0,-1345500000.0,-1345200000.0,-1347300000.0,-1346000000.0,,
Net Common Stock Issuance,-2356000000.0,-1507700000.0,-708100000.0,-692200000.0,-1200000000.0,,
Common Stock Payments,-2356000000.0,-1507700000.0,-708100000.0,-692200000.0,-1200000000.0,,
Net Issuance Payments Of Debt,1025000000.0,-500000.0,2614500000.0,825000000.0,4612000000.0,,
Net Short Term Debt Issuance,1775000000.0,-400000.0,-4091700000.0,1603100000.0,-1849000000.0,,
Net Long Term Debt Issuance,-750000000.0,-100000.0,6706200000.0,-778100000.0,6461000000.0,,
Long Term Debt Payments,-750000000.0,100000.0,0.0,-778100000.0,0.0,,
Long Term Debt Issuance,0.0,-200000.0,6706200000.0,0.0,6461000000.0,,
Investing Cash Flow,-3916000000.0,-2802200000.0,-2982600000.0,-1834200000.0,-3353000000.0,,
Cash Flow From Continuing Investing Activities,-3916000000.0,-2802200000.0,-2982600000.0,-1834200000.0,-3353000000.0,,
Net Other Investing Changes,-31000000.0,56800000.0,-31000000.0,-135800000.0,111000000.0,,
Net Investment Purchase And Sale,-297000000.0,5000000.0,406000000.0,105000000.0,-197000000.0,,
Sale Of Investment,,132000000.0,556100000.0,204300000.0,71600000.0,97200000.0,
Purchase Of Investment,-297000000.0,-127000000.0,-150100000.0,-170900000.0,-197000000.0,,
Net Business Purchase And Sale,-1058000000.0,-111600000.0,-549400000.0,0.0,0.0,,
Purchase Of Business,-1058000000.0,-111600000.0,-549400000.0,0.0,0.0,,
Net Intangibles Purchase And Sale,-204000000.0,-205700000.0,-720500000.0,-106800000.0,-1757000000.0,,
Sale Of Intangibles,,,,,,70400000.0,
Purchase Of Intangibles,-204000000.0,-423700000.0,-720500000.0,-106800000.0,-1757000000.0,,
Net PPE Purchase And Sale,-2326000000.0,-2546700000.0,-2087700000.0,-1696600000.0,-1510000000.0,,
Purchase Of PPE,-2326000000.0,-2546700000.0,-2087700000.0,-1696600000.0,-1510000000.0,,
Operating Cash Flow,5333000000.0,3224600000.0,8835900000.0,3086500000.0,1666000000.0,,
Cash Flow From Continuing Operating Activities,5333000000.0,3224600000.0,8835900000.0,3086500000.0,1666000000.0,,
Change In Working Capital,-1664000000.0,-3674100000.0,1208200000.0,-2263100000.0,-3364000000.0,,
Other Non Cash Items,409000000.0,467300000.0,958000000.0,58700000.0,2046000000.0,,
Stock Based Compensation,161000000.0,136100000.0,151100000.0,184800000.0,154000000.0,,
Deferred Tax,-1478000000.0,-748100000.0,501400000.0,-1068300000.0,-392000000.0,,
Deferred Income Tax,-1478000000.0,-748100000.0,501400000.0,-1068300000.0,-392000000.0,,
Depreciation Amortization Depletion,509000000.0,585700000.0,470000000.0,478300000.0,463000000.0,,
Depreciation And Amortization,509000000.0,585700000.0,470000000.0,478300000.0,463000000.0,,
Operating Gains Losses,,,,-113800000.0,149100000.0,-103100000.0,-213100000.0
Gain Loss On Sale Of PPE,,,,,,-123100000.0,
Net Income From Continuing Operations,7396000000.0,6637700000.0,5582500000.0,5660800000.0,2759000000.0,,
