,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,164000000.0,307000000.0,419000000.0,436000000.0,197000000.0,
Repurchase Of Capital Stock,,-300000000.0,,,,
Repayment Of Debt,-1000000.0,-1000000.0,-10000000.0,-401000000.0,-600000000.0,
Issuance Of Debt,0.0,0.0,10000000.0,185000000.0,215000000.0,
Capital Expenditure,-114000000.0,-158000000.0,-144000000.0,-108000000.0,-117000000.0,
Interest Paid Supplemental Data,22000000.0,113000000.0,22000000.0,113000000.0,32000000.0,
Income Tax Paid Supplemental Data,8000000.0,57000000.0,2000000.0,106000000.0,4000000.0,
End Cash Position,393000000.0,420000000.0,432000000.0,319000000.0,188000000.0,
Beginning Cash Position,420000000.0,432000000.0,319000000.0,188000000.0,549000000.0,
Effect Of Exchange Rate Changes,-1000000.0,1000000.0,-2000000.0,4000000.0,1000000.0,
Changes In Cash,-26000000.0,-13000000.0,115000000.0,127000000.0,-362000000.0,
Financing Cash Flow,-152000000.0,-287000000.0,-247000000.0,-293000000.0,-561000000.0,
Cash Flow From Continuing Financing Activities,-152000000.0,-287000000.0,-247000000.0,-293000000.0,-561000000.0,
Net Other Financing Charges,-128000000.0,86000000.0,-27000000.0,0.0,-121000000.0,
Proceeds From Stock Option Exercised,65000000.0,18000000.0,19000000.0,13000000.0,29000000.0,
Cash Dividends Paid,-88000000.0,-90000000.0,-89000000.0,-90000000.0,-84000000.0,
Common Stock Dividend Paid,-88000000.0,-90000000.0,-89000000.0,-90000000.0,-84000000.0,
Net Common Stock Issuance,,-300000000.0,,,,
Common Stock Payments,,-300000000.0,,,,
Net Issuance Payments Of Debt,-1000000.0,-1000000.0,0.0,-216000000.0,-385000000.0,
Net Long Term Debt Issuance,-1000000.0,-1000000.0,0.0,-216000000.0,-385000000.0,
Long Term Debt Payments,-1000000.0,-1000000.0,-10000000.0,-401000000.0,-600000000.0,
Long Term Debt Issuance,0.0,0.0,10000000.0,185000000.0,215000000.0,
Investing Cash Flow,-152000000.0,-191000000.0,-201000000.0,-124000000.0,-115000000.0,
Cash Flow From Continuing Investing Activities,-152000000.0,-191000000.0,-201000000.0,-124000000.0,-115000000.0,
Net Other Investing Changes,,17000000.0,-23000000.0,1000000.0,2000000.0,4000000.0
Net Business Purchase And Sale,-38000000.0,-50000000.0,-34000000.0,-17000000.0,0.0,
Purchase Of Business,-38000000.0,-50000000.0,-34000000.0,-17000000.0,0.0,
Capital Expenditure Reported,-114000000.0,-158000000.0,-144000000.0,-108000000.0,-117000000.0,
Operating Cash Flow,278000000.0,465000000.0,563000000.0,544000000.0,314000000.0,
Cash Flow From Continuing Operating Activities,278000000.0,465000000.0,563000000.0,544000000.0,314000000.0,
Change In Working Capital,-210000000.0,64000000.0,21000000.0,55000000.0,-90000000.0,
Change In Other Working Capital,-31000000.0,-24000000.0,-55000000.0,33000000.0,49000000.0,
Change In Payables And Accrued Expense,1000000.0,41000000.0,114000000.0,36000000.0,-38000000.0,
Change In Payable,1000000.0,41000000.0,114000000.0,36000000.0,-38000000.0,
Change In Account Payable,-12000000.0,16000000.0,124000000.0,42000000.0,-53000000.0,
Change In Tax Payable,13000000.0,25000000.0,-10000000.0,-6000000.0,15000000.0,
Change In Income Tax Payable,13000000.0,25000000.0,-10000000.0,-6000000.0,15000000.0,
Change In Receivables,-180000000.0,47000000.0,-38000000.0,-14000000.0,-101000000.0,
Changes In Account Receivables,-180000000.0,47000000.0,-38000000.0,-14000000.0,-101000000.0,
Other Non Cash Items,8000000.0,-13000000.0,11000000.0,27000000.0,-1000000.0,
Stock Based Compensation,20000000.0,25000000.0,20000000.0,21000000.0,22000000.0,
Provisionand Write Offof Assets,1000000.0,1000000.0,0.0,1000000.0,1000000.0,
Deferred Tax,48000000.0,-13000000.0,110000000.0,1000000.0,7000000.0,
Deferred Income Tax,48000000.0,-13000000.0,110000000.0,1000000.0,7000000.0,
Depreciation Amortization Depletion,147000000.0,145000000.0,142000000.0,143000000.0,140000000.0,
Depreciation And Amortization,147000000.0,145000000.0,142000000.0,143000000.0,140000000.0,
Amortization Cash Flow,37000000.0,37000000.0,39000000.0,39000000.0,39000000.0,
Amortization Of Intangibles,37000000.0,37000000.0,39000000.0,39000000.0,39000000.0,
Depreciation,110000000.0,108000000.0,103000000.0,104000000.0,101000000.0,
Net Income From Continuing Operations,264000000.0,256000000.0,259000000.0,296000000.0,235000000.0,
