,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,8000000.0,218000000.0,741000000.0,514000000.0,306000000.0,
Repayment Of Debt,-79000000.0,0.0,-62000000.0,-49000000.0,-1805000000.0,
Issuance Of Debt,0.0,0.0,0.0,0.0,846000000.0,
Capital Expenditure,-546000000.0,-590000000.0,-719000000.0,-667000000.0,-790000000.0,
Interest Paid Supplemental Data,88000000.0,28000000.0,98000000.0,37000000.0,118000000.0,
Income Tax Paid Supplemental Data,280000000.0,237000000.0,220000000.0,246000000.0,296000000.0,
End Cash Position,293000000.0,516000000.0,475000000.0,107000000.0,67000000.0,
Beginning Cash Position,516000000.0,475000000.0,107000000.0,67000000.0,625000000.0,
Changes In Cash,-223000000.0,41000000.0,368000000.0,40000000.0,-558000000.0,
Financing Cash Flow,-235000000.0,-195000000.0,-392000000.0,-1046000000.0,-868000000.0,
Cash Flow From Continuing Financing Activities,-235000000.0,-195000000.0,-392000000.0,-1046000000.0,-868000000.0,
Net Other Financing Charges,-68000000.0,-41000000.0,-175000000.0,-91000000.0,-151000000.0,
Cash Dividends Paid,-88000000.0,-89000000.0,-90000000.0,-90000000.0,-91000000.0,
Common Stock Dividend Paid,-88000000.0,-89000000.0,-90000000.0,-90000000.0,-91000000.0,
Net Common Stock Issuance,0.0,-65000000.0,-65000000.0,-50000000.0,-100000000.0,
Net Issuance Payments Of Debt,-79000000.0,0.0,-62000000.0,-815000000.0,-526000000.0,
Net Short Term Debt Issuance,0.0,0.0,0.0,-766000000.0,433000000.0,
Net Long Term Debt Issuance,-79000000.0,0.0,-62000000.0,-49000000.0,-959000000.0,
Long Term Debt Payments,-79000000.0,0.0,-62000000.0,-49000000.0,-1805000000.0,
Long Term Debt Issuance,0.0,0.0,0.0,0.0,846000000.0,
Investing Cash Flow,-542000000.0,-572000000.0,-700000000.0,-95000000.0,-786000000.0,
Cash Flow From Continuing Investing Activities,-542000000.0,-572000000.0,-700000000.0,-95000000.0,-786000000.0,
Net Other Investing Changes,4000000.0,18000000.0,19000000.0,572000000.0,4000000.0,
Net Business Purchase And Sale,,0.0,0.0,0.0,0.0,0.0
Sale Of Business,,0.0,0.0,0.0,0.0,0.0
Net PPE Purchase And Sale,-546000000.0,-590000000.0,-719000000.0,-667000000.0,-790000000.0,
Purchase Of PPE,-546000000.0,-590000000.0,-719000000.0,-667000000.0,-790000000.0,
Operating Cash Flow,554000000.0,808000000.0,1460000000.0,1181000000.0,1096000000.0,
Cash Flow From Continuing Operating Activities,554000000.0,808000000.0,1460000000.0,1181000000.0,1096000000.0,
Change In Working Capital,-637000000.0,-224000000.0,271000000.0,200000000.0,45000000.0,
Change In Other Working Capital,-6000000.0,-123000000.0,-43000000.0,-40000000.0,-18000000.0,
Change In Payables And Accrued Expense,-234000000.0,-6000000.0,-201000000.0,-37000000.0,-320000000.0,
Change In Accrued Expense,-163000000.0,54000000.0,-49000000.0,-6000000.0,-198000000.0,
Change In Payable,-71000000.0,-60000000.0,-152000000.0,-31000000.0,-122000000.0,
Change In Account Payable,-71000000.0,-60000000.0,-152000000.0,-31000000.0,-122000000.0,
Change In Prepaid Assets,-7000000.0,-70000000.0,71000000.0,-19000000.0,241000000.0,
Change In Inventory,1000000.0,-3000000.0,5000000.0,-9000000.0,14000000.0,
Change In Receivables,-391000000.0,-22000000.0,439000000.0,305000000.0,128000000.0,
Other Non Cash Items,63000000.0,13000000.0,72000000.0,76000000.0,63000000.0,
Asset Impairment Charge,,44000000.0,,,,18000000.0
Deferred Tax,-15000000.0,57000000.0,133000000.0,131000000.0,39000000.0,
Deferred Income Tax,-15000000.0,57000000.0,133000000.0,131000000.0,39000000.0,
Depreciation Amortization Depletion,553000000.0,566000000.0,565000000.0,530000000.0,643000000.0,
Operating Gains Losses,47000000.0,21000000.0,141000000.0,-421000000.0,-112000000.0,
Gain Loss On Investment Securities,47000000.0,37000000.0,148000000.0,-136000000.0,28000000.0,
Gain Loss On Sale Of Business,0.0,-16000000.0,-5000000.0,-282000000.0,2000000.0,
Net Income From Continuing Operations,543000000.0,331000000.0,278000000.0,665000000.0,418000000.0,
