,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,218813000.0,395296000.0,675444000.0,203145000.0,36751000.0,,
Repurchase Of Capital Stock,-396311000.0,-328826000.0,-470078000.0,-452250000.0,-541845000.0,,
Repayment Of Debt,-917087000.0,-908124000.0,-507421000.0,-3027335000.0,-345965000.0,,
Issuance Of Debt,1263179000.0,940110000.0,482454000.0,3556527000.0,633189000.0,,
Capital Expenditure,-102018000.0,-145430000.0,-166085000.0,-121091000.0,-143258000.0,,
End Cash Position,726403000.0,757747000.0,795414000.0,796959000.0,524573000.0,,
Beginning Cash Position,757747000.0,795414000.0,796959000.0,524573000.0,879825000.0,,
Effect Of Exchange Rate Changes,259000.0,-746000.0,1611000.0,10869000.0,9417000.0,,
Changes In Cash,-31603000.0,-36921000.0,-3156000.0,261517000.0,-364669000.0,,
Financing Cash Flow,-213343000.0,-414521000.0,-582165000.0,4446000.0,-382540000.0,,
Cash Flow From Continuing Financing Activities,-213343000.0,-414521000.0,-582165000.0,4446000.0,-382540000.0,,
Net Other Financing Charges,-165510000.0,-123388000.0,-95790000.0,-76472000.0,-132856000.0,,
Proceeds From Stock Option Exercised,2386000.0,5707000.0,8670000.0,3976000.0,4937000.0,,
Net Common Stock Issuance,-396311000.0,-328826000.0,-470078000.0,-452250000.0,-541845000.0,,
Common Stock Payments,-396311000.0,-328826000.0,-470078000.0,-452250000.0,-541845000.0,,
Net Issuance Payments Of Debt,346092000.0,31986000.0,-24967000.0,529192000.0,287224000.0,,
Net Long Term Debt Issuance,346092000.0,31986000.0,-24967000.0,529192000.0,287224000.0,,
Long Term Debt Payments,-917087000.0,-908124000.0,-507421000.0,-3027335000.0,-345965000.0,,
Long Term Debt Issuance,1263179000.0,940110000.0,482454000.0,3556527000.0,633189000.0,,
Investing Cash Flow,-139091000.0,-163126000.0,-262520000.0,-67165000.0,-162138000.0,,
Cash Flow From Continuing Investing Activities,-139091000.0,-163126000.0,-262520000.0,-67165000.0,-162138000.0,,
Net Other Investing Changes,3721000.0,1836000.0,9937000.0,11726000.0,10674000.0,,
Dividends Received Cfi,109000.0,26000.0,44000.0,158000.0,1312000.0,,
Net Investment Purchase And Sale,-4671000.0,4137000.0,1647000.0,44539000.0,-20623000.0,,
Sale Of Investment,5274000.0,7379000.0,-9636000.0,45651000.0,8742000.0,,
Purchase Of Investment,-9945000.0,-3242000.0,11283000.0,-1112000.0,-29365000.0,,
Net Business Purchase And Sale,-36232000.0,-23695000.0,-108063000.0,-2497000.0,-10243000.0,,
Purchase Of Business,-36232000.0,-23695000.0,-108063000.0,-2497000.0,-10243000.0,,
Net PPE Purchase And Sale,-102018000.0,-145430000.0,-166085000.0,-121091000.0,-143258000.0,,
Purchase Of PPE,-102018000.0,-145430000.0,-166085000.0,-121091000.0,-143258000.0,,
Operating Cash Flow,320831000.0,540726000.0,841529000.0,324236000.0,180009000.0,,
Cash Flow From Continuing Operating Activities,320831000.0,540726000.0,841529000.0,324236000.0,180009000.0,,
Change In Working Capital,-221667000.0,-54830000.0,253342000.0,-171602000.0,-290151000.0,,
Change In Other Working Capital,27125000.0,37559000.0,-20818000.0,-30367000.0,39829000.0,,
Change In Other Current Liabilities,-101858000.0,-24905000.0,17749000.0,34413000.0,-49872000.0,,
Change In Other Current Assets,-25343000.0,-11101000.0,-85485000.0,-39903000.0,-28061000.0,,
Change In Payables And Accrued Expense,-112117000.0,30424000.0,187632000.0,-7754000.0,-81999000.0,,
Change In Accrued Expense,-88343000.0,,,2829000.0,-128194000.0,,150131000.0
Change In Payable,-23774000.0,30424000.0,62267000.0,-10583000.0,46195000.0,,
Change In Account Payable,-23774000.0,30424000.0,62267000.0,-10583000.0,46195000.0,,
Change In Inventory,20277000.0,-20863000.0,10505000.0,5180000.0,-14772000.0,,
Change In Receivables,-29751000.0,-65944000.0,143759000.0,-133171000.0,-155276000.0,,
Changes In Account Receivables,-29751000.0,-65944000.0,143759000.0,-133171000.0,-155276000.0,,
Other Non Cash Items,6706000.0,-29071000.0,4574000.0,-189000.0,7137000.0,,
Stock Based Compensation,28160000.0,38394000.0,38992000.0,32808000.0,29759000.0,,
Deferred Tax,54798000.0,17585000.0,78827000.0,-14173000.0,4335000.0,,
Deferred Income Tax,54798000.0,17585000.0,78827000.0,-14173000.0,4335000.0,,
Depreciation Amortization Depletion,177829000.0,186703000.0,177490000.0,174704000.0,176451000.0,,
Depreciation And Amortization,177829000.0,186703000.0,177490000.0,174704000.0,176451000.0,,
Operating Gains Losses,-30000.0,50914000.0,48055000.0,27468000.0,20262000.0,,
Gain Loss On Investment Securities,-30000.0,42781000.0,43802000.0,27468000.0,20262000.0,,
Gain Loss On Sale Of Business,,0.0,0.0,0.0,0.0,-74319000.0,
Net Income From Continuing Operations,275035000.0,331031000.0,240249000.0,275220000.0,232216000.0,,
