,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,901218559.0,901328432.0,898668362.0,888217555.0,884574785.0,,
Share Issued,901218559.0,901328432.0,898668362.0,888217555.0,884574785.0,,
Net Debt,8375000000.0,7365000000.0,11335000000.0,8478000000.0,4682000000.0,,
Total Debt,13387000000.0,11626000000.0,15666000000.0,12640000000.0,9098000000.0,,
Tangible Book Value,8715000000.0,8587000000.0,8009000000.0,7498000000.0,7552000000.0,,
Invested Capital,22706000000.0,20766000000.0,24233000000.0,20712000000.0,17051000000.0,,
Working Capital,7859000000.0,7534000000.0,7217000000.0,6711000000.0,6784000000.0,,
Net Tangible Assets,8715000000.0,8587000000.0,8009000000.0,7498000000.0,7552000000.0,,
Common Stock Equity,9319000000.0,9140000000.0,8567000000.0,8072000000.0,7953000000.0,,
Total Capitalization,9319000000.0,9140000000.0,8567000000.0,8072000000.0,7953000000.0,,
Total Equity Gross Minority Interest,9688000000.0,9151000000.0,8567000000.0,8072000000.0,7953000000.0,,
Minority Interest,369000000.0,11000000.0,,,,0.0,
Stockholders Equity,9319000000.0,9140000000.0,8567000000.0,8072000000.0,7953000000.0,,
Gains Losses Not Affecting Retained Earnings,2000000.0,8000000.0,7000000.0,7000000.0,0.0,,
Other Equity Adjustments,2000000.0,8000000.0,7000000.0,7000000.0,,-1000000.0,
Retained Earnings,-1802000000.0,-2152000000.0,-2757000000.0,-3313000000.0,-3699000000.0,,
Additional Paid In Capital,11119000000.0,11284000000.0,11317000000.0,11378000000.0,11652000000.0,,
Capital Stock,0.0,0.0,0.0,0.0,0.0,,
Common Stock,0.0,0.0,0.0,0.0,0.0,,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,35786000000.0,28986000000.0,32885000000.0,27252000000.0,19564000000.0,,
Total Non Current Liabilities Net Minority Interest,232000000.0,215000000.0,123000000.0,130000000.0,133000000.0,,
Other Non Current Liabilities,232000000.0,215000000.0,123000000.0,130000000.0,133000000.0,,
Current Liabilities,35554000000.0,28771000000.0,32762000000.0,27122000000.0,19431000000.0,,
Other Current Liabilities,4865000000.0,4696000000.0,4380000000.0,3602000000.0,2898000000.0,,
Current Debt And Capital Lease Obligation,13387000000.0,11626000000.0,15666000000.0,12640000000.0,9098000000.0,,
Current Debt,13387000000.0,11626000000.0,15666000000.0,12640000000.0,9098000000.0,,
Other Current Borrowings,13387000000.0,11626000000.0,15666000000.0,12640000000.0,9098000000.0,,
Payables And Accrued Expenses,17302000000.0,12449000000.0,12716000000.0,10880000000.0,7435000000.0,,
Payables,17302000000.0,12449000000.0,12716000000.0,10880000000.0,7435000000.0,,
Other Payable,16780000000.0,11986000000.0,12317000000.0,10511000000.0,7116000000.0,,
Accounts Payable,522000000.0,463000000.0,399000000.0,369000000.0,319000000.0,,
Total Assets,45474000000.0,38137000000.0,41452000000.0,35324000000.0,27517000000.0,,
Total Non Current Assets,2061000000.0,1832000000.0,1473000000.0,1491000000.0,1302000000.0,,
Other Non Current Assets,762000000.0,686000000.0,392000000.0,486000000.0,506000000.0,,
Non Current Prepaid Assets,11000000.0,11000000.0,13000000.0,15000000.0,17000000.0,,
Non Current Deferred Assets,522000000.0,428000000.0,360000000.0,267000000.0,238000000.0,,
Investments And Advances,,,,,,0.0,0.0
Investmentin Financial Assets,,,,,,0.0,0.0
Held To Maturity Securities,,,,,,0.0,0.0
Goodwill And Other Intangible Assets,604000000.0,553000000.0,558000000.0,574000000.0,401000000.0,,
Other Intangible Assets,203000000.0,168000000.0,172000000.0,191000000.0,109000000.0,,
Goodwill,401000000.0,385000000.0,386000000.0,383000000.0,292000000.0,,
Net PPE,162000000.0,154000000.0,150000000.0,149000000.0,140000000.0,,
Accumulated Depreciation,,-214000000.0,,,,-154000000.0,
Gross PPE,,368000000.0,,,,293000000.0,
Leases,,48000000.0,,,,42000000.0,
Construction In Progress,,40000000.0,,,,39000000.0,
Machinery Furniture Equipment,,280000000.0,,,,212000000.0,
Properties,,0.0,,,,0.0,
Current Assets,43413000000.0,36305000000.0,39979000000.0,33833000000.0,26215000000.0,,
Other Current Assets,671000000.0,671000000.0,326000000.0,345000000.0,243000000.0,,
Current Deferred Assets,207000000.0,185000000.0,161000000.0,124000000.0,113000000.0,,
Restricted Cash,11568000000.0,6451000000.0,9883000000.0,9659000000.0,5083000000.0,,
Prepaid Assets,182000000.0,127000000.0,128000000.0,108000000.0,89000000.0,,
Receivables,18599000000.0,18420000000.0,14872000000.0,10059000000.0,9434000000.0,,
Accounts Receivable,18599000000.0,18420000000.0,14872000000.0,10059000000.0,9434000000.0,,
Allowance For Doubtful Accounts Receivable,-15000000.0,-16000000.0,-18000000.0,-20000000.0,-16000000.0,,
Gross Accounts Receivable,18614000000.0,18436000000.0,14890000000.0,10079000000.0,9450000000.0,,
Cash Cash Equivalents And Short Term Investments,12186000000.0,10451000000.0,14609000000.0,13538000000.0,11253000000.0,,
Other Short Term Investments,7174000000.0,6190000000.0,10278000000.0,9376000000.0,6837000000.0,,
Cash And Cash Equivalents,5012000000.0,4261000000.0,4331000000.0,4162000000.0,4416000000.0,,
