,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.217,0.191523,0.204,0.189,0.217383
Normalized EBITDA,400866000.0,354913000.0,392053000.0,409445000.0,351813000.0
Net Income From Continuing Operation Net Minority Interest,278446000.0,248188000.0,274610000.0,293989000.0,242677000.0
Reconciled Depreciation,37683000.0,38721000.0,36627000.0,35772000.0,34063000.0
Reconciled Cost Of Revenue,418081000.0,432465000.0,421885000.0,414725000.0,375048000.0
EBITDA,400866000.0,354913000.0,392053000.0,409445000.0,351813000.0
EBIT,363183000.0,316192000.0,355426000.0,373673000.0,317750000.0
Net Interest Income,-7144000.0,-8623000.0,-10075000.0,-10694000.0,-6450000.0
Interest Expense,7741000.0,9210000.0,10655000.0,11321000.0,7666000.0
Interest Income,597000.0,587000.0,580000.0,627000.0,1216000.0
Normalized Income,278446000.0,248188000.0,274610000.0,293989000.0,242677000.0
Net Income From Continuing And Discontinued Operation,278446000.0,248188000.0,274610000.0,293989000.0,242677000.0
Total Expenses,778234000.0,774974000.0,750393000.0,736411000.0,681893000.0
Total Operating Income As Reported,362586000.0,315605000.0,354846000.0,373046000.0,316534000.0
Diluted Average Shares,80162000.0,80480000.0,80675000.0,80994000.0,81922000.0
Basic Average Shares,79648000.0,79898000.0,80096000.0,80413000.0,81319000.0
Diluted EPS,3.47,3.08,3.4,3.63,2.96
Basic EPS,3.5,3.11,3.43,3.66,2.98
Diluted NI Availto Com Stockholders,278446000.0,248188000.0,274610000.0,293989000.0,242677000.0
Net Income Common Stockholders,278446000.0,248188000.0,274610000.0,293989000.0,242677000.0
Net Income,278446000.0,248188000.0,274610000.0,293989000.0,242677000.0
Net Income Including Noncontrolling Interests,278446000.0,248188000.0,274610000.0,293989000.0,242677000.0
Net Income Continuous Operations,278446000.0,248188000.0,274610000.0,293989000.0,242677000.0
Tax Provision,76996000.0,58794000.0,70161000.0,68363000.0,67407000.0
Pretax Income,355442000.0,306982000.0,344771000.0,362352000.0,310084000.0
Net Non Operating Interest Income Expense,-7144000.0,-8623000.0,-10075000.0,-10694000.0,-6450000.0
Interest Expense Non Operating,7741000.0,9210000.0,10655000.0,11321000.0,7666000.0
Interest Income Non Operating,597000.0,587000.0,580000.0,627000.0,1216000.0
Operating Income,362586000.0,315605000.0,354846000.0,373046000.0,316534000.0
Operating Expense,360153000.0,342509000.0,328508000.0,321686000.0,306845000.0
Research And Development,65788000.0,66833000.0,63415000.0,61898000.0,59061000.0
Selling General And Administration,294365000.0,275676000.0,265093000.0,259788000.0,247784000.0
Selling And Marketing Expense,175250000.0,167060000.0,159157000.0,161107000.0,156223000.0
General And Administrative Expense,119115000.0,108616000.0,105936000.0,98681000.0,91561000.0
Other Gand A,119115000.0,108616000.0,105936000.0,98681000.0,91561000.0
Gross Profit,722739000.0,658114000.0,683354000.0,694732000.0,623379000.0
Cost Of Revenue,418081000.0,432465000.0,421885000.0,414725000.0,375048000.0
Total Revenue,1140820000.0,1090579000.0,1105239000.0,1109457000.0,998427000.0
Operating Revenue,1140820000.0,1090579000.0,1105239000.0,1109457000.0,998427000.0
