,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.248919,0.243607,0.238718,0.254554,0.25904
Normalized EBITDA,655700000.0,865100000.0,507700000.0,393400000.0,596900000.0
Net Income From Continuing Operation Net Minority Interest,347300000.0,511700000.0,244600000.0,155500000.0,313500000.0
Reconciled Depreciation,177000000.0,170500000.0,164500000.0,162000000.0,151100000.0
Reconciled Cost Of Revenue,3141000000.0,3315500000.0,3045800000.0,2996700000.0,2987000000.0
EBITDA,655700000.0,865100000.0,507700000.0,393400000.0,596900000.0
EBIT,478700000.0,694600000.0,343200000.0,231400000.0,445800000.0
Net Interest Income,-16300000.0,-18100000.0,-21900000.0,-22800000.0,-22700000.0
Interest Expense,16300000.0,18100000.0,21900000.0,22800000.0,22700000.0
Normalized Income,347300000.0,511700000.0,244600000.0,155500000.0,313500000.0
Net Income From Continuing And Discontinued Operation,347300000.0,506100000.0,244600000.0,188400000.0,343400000.0
Total Expenses,4502500000.0,4756000000.0,4407700000.0,4339400000.0,4255600000.0
Total Operating Income As Reported,473300000.0,694700000.0,343300000.0,231000000.0,384100000.0
Diluted Average Shares,197400000.0,199800000.0,203800000.0,207800000.0,213900000.0
Basic Average Shares,196800000.0,199100000.0,203300000.0,207300000.0,213600000.0
Diluted EPS,1.76,2.53,1.2,0.91,1.61
Basic EPS,1.76,2.54,1.2,0.91,1.61
Diluted NI Availto Com Stockholders,347300000.0,,,,
Net Income Common Stockholders,347300000.0,506100000.0,244600000.0,188400000.0,343400000.0
Net Income,347300000.0,506100000.0,244600000.0,188400000.0,343400000.0
Net Income Including Noncontrolling Interests,347300000.0,506100000.0,244600000.0,188400000.0,343400000.0
Net Income Discontinuous Operations,0.0,-5600000.0,0.0,32900000.0,29900000.0
Net Income Continuous Operations,347300000.0,511700000.0,244600000.0,155500000.0,313500000.0
Tax Provision,115100000.0,164800000.0,76700000.0,53100000.0,109600000.0
Pretax Income,462400000.0,676500000.0,321300000.0,208600000.0,423100000.0
Other Income Expense,5400000.0,-100000.0,-100000.0,400000.0,61700000.0
Other Non Operating Income Expenses,5400000.0,-100000.0,-100000.0,400000.0,61700000.0
Net Non Operating Interest Income Expense,-16300000.0,-18100000.0,-21900000.0,-22800000.0,-22700000.0
Interest Expense Non Operating,16300000.0,18100000.0,21900000.0,22800000.0,22700000.0
Operating Income,473300000.0,694700000.0,343300000.0,231000000.0,384100000.0
Operating Expense,1361500000.0,1440500000.0,1361900000.0,1342700000.0,1268600000.0
Other Operating Expenses,-21100000.0,-23100000.0,-23800000.0,-8000000.0,
Selling General And Administration,1382600000.0,1463600000.0,1385700000.0,1350700000.0,1268600000.0
Gross Profit,1834800000.0,2135200000.0,1705200000.0,1573700000.0,1652700000.0
Cost Of Revenue,3141000000.0,3315500000.0,3045800000.0,2996700000.0,2987000000.0
Total Revenue,4975800000.0,5450700000.0,4751000000.0,4570400000.0,4639700000.0
Operating Revenue,4970500000.0,5446100000.0,4746300000.0,4566800000.0,4636500000.0
