,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.026639,0.21,0.21,0.21,0.021305
Normalized EBITDA,1715000000.0,1566000000.0,2263000000.0,1860000000.0,1412000000.0
Net Income From Continuing Operation Net Minority Interest,941000000.0,754000000.0,1575000000.0,1210000000.0,730000000.0
Reconciled Depreciation,461000000.0,453000000.0,436000000.0,417000000.0,412000000.0
Reconciled Cost Of Revenue,2247000000.0,2241000000.0,2479000000.0,2283000000.0,2078000000.0
EBITDA,1715000000.0,1566000000.0,2263000000.0,1860000000.0,1412000000.0
EBIT,1254000000.0,1113000000.0,1827000000.0,1443000000.0,1000000000.0
Net Interest Income,-273000000.0,-260000000.0,-245000000.0,-216000000.0,-247000000.0
Interest Expense,278000000.0,267000000.0,248000000.0,228000000.0,249000000.0
Interest Income,5000000.0,7000000.0,3000000.0,12000000.0,2000000.0
Normalized Income,941000000.0,754000000.0,1575000000.0,1210000000.0,730000000.0
Net Income From Continuing And Discontinued Operation,941000000.0,754000000.0,1575000000.0,1210000000.0,730000000.0
Total Expenses,3290000000.0,3324000000.0,3437000000.0,3208000000.0,3052000000.0
Total Operating Income As Reported,1162000000.0,933000000.0,1702000000.0,1329000000.0,945000000.0
Diluted Average Shares,271000000.0,273000000.0,274000000.0,275000000.0,276000000.0
Basic Average Shares,270000000.0,271000000.0,272000000.0,272000000.0,269000000.0
Diluted EPS,3.48,2.76,5.74,4.41,2.7
Basic EPS,3.49,2.78,5.79,4.45,2.71
Diluted NI Availto Com Stockholders,941000000.0,754000000.0,1575000000.0,1211000000.0,745000000.0
Average Dilution Earnings,0.0,0.0,0.0,1000000.0,15000000.0
Net Income Common Stockholders,941000000.0,754000000.0,1575000000.0,1210000000.0,730000000.0
Net Income,941000000.0,754000000.0,1575000000.0,1210000000.0,730000000.0
Minority Interests,-8000000.0,-8000000.0,-4000000.0,-5000000.0,-6000000.0
Net Income Including Noncontrolling Interests,950000000.0,762000000.0,1579000000.0,1214000000.0,736000000.0
Net Income Continuous Operations,950000000.0,764000000.0,1579000000.0,1215000000.0,735000000.0
Tax Provision,26000000.0,,,,16000000.0
Pretax Income,976000000.0,846000000.0,1579000000.0,1215000000.0,751000000.0
Other Income Expense,86000000.0,172000000.0,122000000.0,101000000.0,53000000.0
Other Non Operating Income Expenses,2000000.0,71000000.0,-36000000.0,-6000000.0,5000000.0
Earnings From Equity Interest,84000000.0,101000000.0,158000000.0,107000000.0,48000000.0
Net Non Operating Interest Income Expense,-273000000.0,-260000000.0,-245000000.0,-216000000.0,-247000000.0
Interest Expense Non Operating,278000000.0,267000000.0,248000000.0,228000000.0,249000000.0
Interest Income Non Operating,5000000.0,7000000.0,3000000.0,12000000.0,2000000.0
Operating Income,1162000000.0,934000000.0,1702000000.0,1330000000.0,947000000.0
Operating Expense,1043000000.0,1083000000.0,957000000.0,925000000.0,974000000.0
Depreciation Amortization Depletion Income Statement,461000000.0,453000000.0,435000000.0,417000000.0,412000000.0
Depreciation And Amortization In Income Statement,461000000.0,453000000.0,435000000.0,417000000.0,412000000.0
Selling General And Administration,582000000.0,630000000.0,522000000.0,508000000.0,562000000.0
Gross Profit,2205000000.0,2017000000.0,2659000000.0,2255000000.0,1921000000.0
Cost Of Revenue,2247000000.0,2241000000.0,2480000000.0,2283000000.0,2078000000.0
Total Revenue,4452000000.0,4258000000.0,5139000000.0,4538000000.0,3999000000.0
Operating Revenue,4452000000.0,4258000000.0,5139000000.0,4538000000.0,3999000000.0
