,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-09-30
Tax Effect Of Unusual Items,-10935000.0,0.0,0.0,0.0,-247093.023256,
Tax Rate For Calcs,0.243,0.25286,0.252,0.259,0.247093,
Normalized EBITDA,1717000000.0,1862000000.0,1908000000.0,1769000000.0,1624000000.0,
Total Unusual Items,-45000000.0,0.0,0.0,0.0,-1000000.0,
Total Unusual Items Excluding Goodwill,-45000000.0,0.0,0.0,0.0,-1000000.0,
Net Income From Continuing Operation Net Minority Interest,531000000.0,653000000.0,701000000.0,622000000.0,518000000.0,
Reconciled Depreciation,795000000.0,805000000.0,793000000.0,759000000.0,751000000.0,
Reconciled Cost Of Revenue,1835000000.0,1920000000.0,1880000000.0,1759000000.0,1726000000.0,
EBITDA,1672000000.0,1862000000.0,1908000000.0,1769000000.0,1623000000.0,
EBIT,877000000.0,1057000000.0,1115000000.0,1010000000.0,872000000.0,
Net Interest Income,-176000000.0,-183000000.0,-178000000.0,-171000000.0,-184000000.0,
Interest Expense,176000000.0,183000000.0,178000000.0,171000000.0,184000000.0,
Normalized Income,565065000.0,653000000.0,701000000.0,622000000.0,518752906.976744,
Net Income From Continuing And Discontinued Operation,531000000.0,653000000.0,701000000.0,622000000.0,518000000.0,
Total Expenses,3071000000.0,3156000000.0,3115000000.0,2940000000.0,2914000000.0,
Total Operating Income As Reported,869000000.0,1052000000.0,1114000000.0,1003000000.0,804000000.0,
Diluted Average Shares,63026000.0,,64300000.0,64900000.0,,66200000.0
Basic Average Shares,62927000.0,63400000.0,64200000.0,64900000.0,65335000.0,
Diluted EPS,8.43,10.27,10.91,9.583975,7.91,
Basic EPS,8.44,10.299685,10.919003,9.583975,7.92,
Diluted NI Availto Com Stockholders,531000000.0,653000000.0,701000000.0,622000000.0,518000000.0,
Net Income Common Stockholders,531000000.0,653000000.0,701000000.0,622000000.0,518000000.0,
Net Income,531000000.0,653000000.0,701000000.0,622000000.0,518000000.0,
Net Income Including Noncontrolling Interests,531000000.0,653000000.0,701000000.0,622000000.0,518000000.0,
Net Income Continuous Operations,531000000.0,653000000.0,701000000.0,622000000.0,518000000.0,
Tax Provision,170000000.0,221000000.0,236000000.0,217000000.0,170000000.0,
Pretax Income,701000000.0,874000000.0,937000000.0,839000000.0,688000000.0,
Other Income Expense,-37000000.0,5000000.0,1000000.0,7000000.0,67000000.0,
Other Non Operating Income Expenses,8000000.0,5000000.0,1000000.0,7000000.0,68000000.0,
Special Income Charges,-45000000.0,0.0,0.0,0.0,-1000000.0,
Restructuring And Mergern Acquisition,45000000.0,0.0,0.0,0.0,1000000.0,
Net Non Operating Interest Income Expense,-176000000.0,-183000000.0,-178000000.0,-171000000.0,-184000000.0,
Interest Expense Non Operating,176000000.0,183000000.0,178000000.0,171000000.0,184000000.0,
Operating Income,914000000.0,1052000000.0,1114000000.0,1003000000.0,805000000.0,
Operating Expense,555000000.0,538000000.0,551000000.0,530000000.0,551000000.0,
Depreciation Amortization Depletion Income Statement,114000000.0,107000000.0,109000000.0,108000000.0,114000000.0,
Depreciation And Amortization In Income Statement,114000000.0,107000000.0,109000000.0,108000000.0,114000000.0,
Selling General And Administration,441000000.0,431000000.0,442000000.0,422000000.0,437000000.0,
Gross Profit,1469000000.0,1590000000.0,1665000000.0,1533000000.0,1356000000.0,
Cost Of Revenue,2516000000.0,2618000000.0,2564000000.0,2410000000.0,2363000000.0,
Total Revenue,3985000000.0,4208000000.0,4229000000.0,3943000000.0,3719000000.0,
Operating Revenue,3985000000.0,4208000000.0,4229000000.0,3943000000.0,3719000000.0,
