,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-2335776.0,-2754425.900659,-2451965.413083,-803835.336814,-595572.0
Tax Rate For Calcs,0.232,0.209542,0.212826,0.221381,0.186
Normalized EBITDA,533352000.0,470040000.0,420527000.0,336367000.0,246958000.0
Total Unusual Items,-10068000.0,-13145000.0,-11521000.0,-3631000.0,-3202000.0
Total Unusual Items Excluding Goodwill,-10068000.0,-13145000.0,-11521000.0,-3631000.0,-3202000.0
Net Income From Continuing Operation Net Minority Interest,370378000.0,330806000.0,291615000.0,230848000.0,169289000.0
Reconciled Depreciation,38960000.0,37613000.0,35574000.0,34647000.0,34125000.0
Reconciled Cost Of Revenue,2110920000.0,1971352000.0,1843098000.0,1663422000.0,1427870000.0
EBITDA,523284000.0,456895000.0,409006000.0,332736000.0,243756000.0
EBIT,484324000.0,419282000.0,373432000.0,298089000.0,209631000.0
Net Interest Income,6334000.0,5326000.0,3407000.0,1214000.0,2648000.0
Interest Expense,2178000.0,783000.0,2974000.0,1605000.0,1619000.0
Interest Income,8512000.0,8137000.0,6381000.0,2819000.0,4267000.0
Normalized Income,378110224.0,341196574.099341,300684034.586917,233675164.663186,171895428.0
Net Income From Continuing And Discontinued Operation,370378000.0,330806000.0,291615000.0,230848000.0,169289000.0
Total Expenses,2379916000.0,2219717000.0,2072677000.0,1873888000.0,1622744000.0
Total Operating Income As Reported,485718000.0,426744000.0,378874000.0,299873000.0,209098000.0
Diluted Average Shares,35251000.0,35318000.0,35365000.0,35369000.0,35605000.0
Basic Average Shares,35207000.0,35260000.0,35307000.0,35307000.0,35524000.0
Diluted EPS,10.51,9.37,8.25,6.53,4.75
Basic EPS,10.52,9.38,8.26,6.54,4.77
Diluted NI Availto Com Stockholders,370378000.0,330806000.0,291615000.0,230848000.0,169289000.0
Net Income Common Stockholders,370378000.0,330806000.0,291615000.0,230848000.0,169289000.0
Net Income,370378000.0,330806000.0,291615000.0,230848000.0,169289000.0
Net Income Including Noncontrolling Interests,370378000.0,330806000.0,291615000.0,230848000.0,169289000.0
Net Income Continuous Operations,370378000.0,330806000.0,291615000.0,230848000.0,169289000.0
Tax Provision,111768000.0,87693000.0,78843000.0,65636000.0,38723000.0
Pretax Income,482146000.0,418499000.0,370458000.0,296484000.0,208012000.0
Other Income Expense,-9604000.0,-13177000.0,-11241000.0,-4161000.0,-3178000.0
Other Non Operating Income Expenses,464000.0,-32000.0,280000.0,-530000.0,24000.0
Special Income Charges,-10068000.0,-13145000.0,-11521000.0,-3631000.0,-3202000.0
Gain On Sale Of Ppe,302000.0,394000.0,582000.0,442000.0,556000.0
Restructuring And Mergern Acquisition,10370000.0,13539000.0,12103000.0,4073000.0,3758000.0
Net Non Operating Interest Income Expense,6334000.0,5326000.0,3407000.0,1214000.0,2648000.0
Interest Expense Non Operating,2178000.0,783000.0,2974000.0,1605000.0,1619000.0
Interest Income Non Operating,8512000.0,8137000.0,6381000.0,2819000.0,4267000.0
Operating Income,485416000.0,426350000.0,378292000.0,299431000.0,208542000.0
Operating Expense,268996000.0,248365000.0,229579000.0,210466000.0,194874000.0
Selling General And Administration,268996000.0,248365000.0,229579000.0,210466000.0,194874000.0
Gross Profit,754412000.0,674715000.0,607871000.0,509897000.0,403416000.0
Cost Of Revenue,2110920000.0,1971352000.0,1843098000.0,1663422000.0,1427870000.0
Total Revenue,2865332000.0,2646067000.0,2450969000.0,2173319000.0,1831286000.0
Operating Revenue,2865332000.0,2646067000.0,2450969000.0,2173319000.0,1831286000.0
