,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.138,0.112568,0.343951,0.292371,0.205003,
Normalized EBITDA,46293000.0,53672000.0,66810000.0,66278000.0,56728000.0,
Net Income From Continuing Operation Net Minority Interest,37714000.0,44534000.0,42224000.0,45192000.0,43123000.0,
Reconciled Depreciation,2537000.0,3489000.0,2449000.0,2414000.0,2485000.0,
Reconciled Cost Of Revenue,2762513000.0,2228902000.0,4866518000.0,3074673000.0,1852801000.0,
EBITDA,46293000.0,53672000.0,66810000.0,66278000.0,56728000.0,
EBIT,43756000.0,50183000.0,64361000.0,63864000.0,54243000.0,
Normalized Income,37714000.0,44534000.0,42224000.0,45192000.0,43123000.0,
Net Income From Continuing And Discontinued Operation,37714000.0,44534000.0,42224000.0,45192000.0,43123000.0,
Total Expenses,2812969000.0,2278585000.0,4909201000.0,3115355000.0,1891955000.0,
Rent Expense Supplemental,1261000.0,220000.0,1120000.0,1062000.0,1530000.0,
Diluted Average Shares,78746750.0,,26248926.0,26248926.0,78746750.0,
Basic Average Shares,78746750.0,,26248926.0,26248926.0,78746750.0,
Diluted EPS,0.48,,0.52,0.56,0.56,
Basic EPS,0.48,,0.52,0.56,0.56,
Diluted NI Availto Com Stockholders,24012000.0,91961000.0,26884000.0,28773000.0,27456000.0,
Net Income Common Stockholders,24012000.0,91961000.0,26884000.0,28773000.0,27456000.0,
Preferred Stock Dividends,13702000.0,,15340000.0,16419000.0,15667000.0,
Net Income,37714000.0,44534000.0,42224000.0,45192000.0,43123000.0,
Net Income Including Noncontrolling Interests,37714000.0,44534000.0,42224000.0,45192000.0,43123000.0,
Net Income Continuous Operations,37714000.0,44534000.0,42224000.0,45192000.0,43123000.0,
Tax Provision,6042000.0,5649000.0,22137000.0,18672000.0,11120000.0,
Pretax Income,43756000.0,50183000.0,64361000.0,63864000.0,54243000.0,
Earnings From Equity Interest,0.0,0.0,0.0,0.0,0.0,
Operating Income,43756000.0,50183000.0,64361000.0,63864000.0,54243000.0,
Operating Expense,50456000.0,49683000.0,42683000.0,40682000.0,39154000.0,
Other Operating Expenses,482000.0,-661000.0,227000.0,-1143000.0,272000.0,
Other Taxes,9712000.0,11532000.0,12659000.0,10852000.0,11886000.0,
Provision For Doubtful Accounts,821000.0,821000.0,839000.0,10943000.0,521000.0,
Depreciation Amortization Depletion Income Statement,2537000.0,3489000.0,2449000.0,2414000.0,2485000.0,
Depreciation And Amortization In Income Statement,2537000.0,3489000.0,2449000.0,2414000.0,2485000.0,
Selling General And Administration,36904000.0,34502000.0,26509000.0,17616000.0,23990000.0,
Selling And Marketing Expense,,794000.0,1281000.0,,,3579000.0
General And Administrative Expense,36904000.0,33708000.0,25228000.0,17616000.0,23990000.0,
Other Gand A,35643000.0,33488000.0,24108000.0,16554000.0,22460000.0,
Rent And Landing Fees,1261000.0,220000.0,1120000.0,1062000.0,1530000.0,
Salaries And Wages,,,,34743000.0,,
Gross Profit,94212000.0,99866000.0,107044000.0,104546000.0,93397000.0,
Cost Of Revenue,2762513000.0,2228902000.0,4866518000.0,3074673000.0,1852801000.0,
Total Revenue,2856725000.0,2328768000.0,4973562000.0,3179219000.0,1946198000.0,
Operating Revenue,2856725000.0,2328768000.0,4973562000.0,3179219000.0,1946198000.0,
