,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-55183850.036049,-82740000.0,-33311934.156379,-26601463.2268,-30775474.956822
Tax Rate For Calcs,0.124009,0.21,0.282305,0.155564,0.088946
Normalized EBITDA,3579000000.0,6311000000.0,4323000000.0,4543000000.0,3136000000.0
Total Unusual Items,-445000000.0,-394000000.0,-118000000.0,-171000000.0,-346000000.0
Total Unusual Items Excluding Goodwill,-445000000.0,-394000000.0,-118000000.0,-171000000.0,-346000000.0
Net Income From Continuing Operation Net Minority Interest,1216000000.0,5579000000.0,1744000000.0,2193000000.0,1054000000.0
Reconciled Depreciation,1274000000.0,1296000000.0,1283000000.0,1265000000.0,1177000000.0
Reconciled Cost Of Revenue,6027000000.0,6793000000.0,6017000000.0,6060000000.0,5627000000.0
EBITDA,3134000000.0,5917000000.0,4205000000.0,4372000000.0,2790000000.0
EBIT,1860000000.0,4621000000.0,2922000000.0,3107000000.0,1613000000.0
Net Interest Income,-321000000.0,-346000000.0,-342000000.0,-338000000.0,-264000000.0
Interest Expense,473000000.0,478000000.0,492000000.0,510000000.0,455000000.0
Interest Income,152000000.0,132000000.0,150000000.0,172000000.0,191000000.0
Normalized Income,1605816149.963951,5890260000.0,1828688065.843621,2337398536.7732,1369224525.043178
Net Income From Continuing And Discontinued Operation,1216000000.0,5600000000.0,1744000000.0,2194000000.0,1055000000.0
Total Expenses,13699000000.0,14837000000.0,13538000000.0,13892000000.0,12776000000.0
Diluted Average Shares,952100000.0,952400000.0,948900000.0,948000000.0,945400000.0
Basic Average Shares,938500000.0,936500000.0,933900000.0,930800000.0,928000000.0
Diluted EPS,1.28,5.88,1.84,2.31,1.12
Basic EPS,1.3,5.98,1.87,2.36,1.14
Diluted NI Availto Com Stockholders,1216000000.0,5600000000.0,1744000000.0,2194000000.0,1055000000.0
Net Income Common Stockholders,1216000000.0,5600000000.0,1744000000.0,2194000000.0,1055000000.0
Net Income,1216000000.0,5600000000.0,1744000000.0,2194000000.0,1055000000.0
Net Income Including Noncontrolling Interests,1216000000.0,5600000000.0,1744000000.0,2194000000.0,1055000000.0
Net Income Discontinuous Operations,0.0,21000000.0,0.0,1000000.0,1000000.0
Net Income Continuous Operations,1216000000.0,5579000000.0,1744000000.0,2193000000.0,1054000000.0
Tax Provision,172000000.0,-1435000000.0,686000000.0,404000000.0,103000000.0
Pretax Income,1387000000.0,4143000000.0,2430000000.0,2597000000.0,1158000000.0
Other Income Expense,-510000000.0,-358000000.0,-21000000.0,-151000000.0,-343000000.0
Other Non Operating Income Expenses,-65000000.0,36000000.0,97000000.0,20000000.0,3000000.0
Special Income Charges,-359000000.0,-293000000.0,-43000000.0,-18000000.0,-316000000.0
Restructuring And Mergern Acquisition,359000000.0,293000000.0,43000000.0,18000000.0,316000000.0
Gain On Sale Of Security,-86000000.0,-101000000.0,-75000000.0,-153000000.0,-30000000.0
Net Non Operating Interest Income Expense,-321000000.0,-346000000.0,-342000000.0,-338000000.0,-264000000.0
Interest Expense Non Operating,473000000.0,478000000.0,492000000.0,510000000.0,455000000.0
Interest Income Non Operating,152000000.0,132000000.0,150000000.0,172000000.0,191000000.0
Operating Income,2219000000.0,4849000000.0,2792000000.0,3086000000.0,1765000000.0
Operating Expense,6731000000.0,7079000000.0,6568000000.0,6891000000.0,6266000000.0
Other Operating Expenses,-172000000.0,-277000000.0,-219000000.0,-215000000.0,-253000000.0
Provision For Doubtful Accounts,-2000000.0,6000000.0,-1000000.0,14000000.0,14000000.0
Depreciation Amortization Depletion Income Statement,333000000.0,331000000.0,330000000.0,324000000.0,294000000.0
Depreciation And Amortization In Income Statement,333000000.0,331000000.0,330000000.0,324000000.0,294000000.0
Amortization,333000000.0,331000000.0,330000000.0,324000000.0,294000000.0
Amortization Of Intangibles Income Statement,333000000.0,331000000.0,330000000.0,324000000.0,294000000.0
Research And Development,2173000000.0,2187000000.0,2082000000.0,2097000000.0,1950000000.0
Selling General And Administration,4399000000.0,4832000000.0,4376000000.0,4671000000.0,4261000000.0
Selling And Marketing Expense,229000000.0,271000000.0,270000000.0,349000000.0,238000000.0
General And Administrative Expense,4170000000.0,4561000000.0,4106000000.0,4322000000.0,4023000000.0
Other Gand A,3900000000.0,4351000000.0,3873000000.0,4078000000.0,3806000000.0
Salaries And Wages,270000000.0,210000000.0,233000000.0,244000000.0,217000000.0
Gross Profit,8950000000.0,11928000000.0,9360000000.0,9977000000.0,8031000000.0
Cost Of Revenue,6968000000.0,7758000000.0,6970000000.0,7001000000.0,6510000000.0
Total Revenue,15917000000.0,19687000000.0,16331000000.0,16977000000.0,14541000000.0
Operating Revenue,15917000000.0,19687000000.0,16331000000.0,16977000000.0,14541000000.0
