,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,2340000.0,0.0,,
Tax Rate For Calcs,0.230591,0.218332,0.228,0.234,0.232589,,
Total Unusual Items,,,,10000000.0,,-34000000.0,0.0
Total Unusual Items Excluding Goodwill,,,,10000000.0,,-34000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,664000000.0,759000000.0,792000000.0,716000000.0,584000000.0,,
Reconciled Depreciation,97000000.0,122000000.0,122000000.0,124000000.0,130000000.0,,
Net Interest Income,1752000000.0,1779000000.0,1761000000.0,1713000000.0,1695000000.0,,
Interest Expense,784000000.0,858000000.0,919000000.0,896000000.0,865000000.0,,
Interest Income,2536000000.0,2637000000.0,2680000000.0,2609000000.0,2560000000.0,,
Normalized Income,664000000.0,759000000.0,792000000.0,708340000.0,584000000.0,,
Net Income From Continuing And Discontinued Operation,664000000.0,759000000.0,792000000.0,716000000.0,584000000.0,,
Diluted Average Shares,150109000.0,153712000.0,156553000.0,160005000.0,165047000.0,,
Basic Average Shares,149038462.0,152441614.0,155463918.0,159389671.0,164264264.0,,
Diluted EPS,4.13,4.67,4.82,4.24,3.32,,
Basic EPS,4.16,4.71,4.85,4.26,3.33,,
Diluted NI Availto Com Stockholders,620000000.0,718000000.0,754000000.0,679000000.0,547000000.0,,
Net Income Common Stockholders,620000000.0,718000000.0,754000000.0,679000000.0,547000000.0,,
Otherunder Preferred Stock Dividend,1000000.0,2000000.0,2000000.0,2000000.0,1000000.0,,
Preferred Stock Dividends,43000000.0,39000000.0,36000000.0,35000000.0,36000000.0,,
Net Income,664000000.0,759000000.0,792000000.0,716000000.0,584000000.0,,
Net Income Including Noncontrolling Interests,664000000.0,759000000.0,792000000.0,716000000.0,584000000.0,,
Net Income Continuous Operations,664000000.0,759000000.0,792000000.0,716000000.0,584000000.0,,
Tax Provision,199000000.0,212000000.0,233000000.0,219000000.0,177000000.0,,
Pretax Income,863000000.0,971000000.0,1025000000.0,935000000.0,761000000.0,,
Special Income Charges,,,,10000000.0,,-34000000.0,0.0
Gain On Sale Of Business,,,,10000000.0,,0.0,0.0
Gain On Sale Of Security,4000000.0,1000000.0,1000000.0,0.0,0.0,,
Depreciation Amortization Depletion Income Statement,9000000.0,10000000.0,10000000.0,9000000.0,13000000.0,,
Depreciation And Amortization In Income Statement,9000000.0,10000000.0,10000000.0,9000000.0,13000000.0,,
Amortization,9000000.0,10000000.0,10000000.0,9000000.0,13000000.0,,
Amortization Of Intangibles Income Statement,9000000.0,10000000.0,10000000.0,9000000.0,13000000.0,,
Selling General And Administration,958000000.0,833000000.0,869000000.0,860000000.0,932000000.0,,
Selling And Marketing Expense,21000000.0,32000000.0,23000000.0,25000000.0,22000000.0,,
General And Administrative Expense,937000000.0,801000000.0,846000000.0,835000000.0,910000000.0,,
Insurance And Claims,23000000.0,-8000000.0,13000000.0,22000000.0,23000000.0,,
Salaries And Wages,914000000.0,809000000.0,833000000.0,813000000.0,887000000.0,,
Total Revenue,2408000000.0,2437000000.0,2493000000.0,2386000000.0,2306000000.0,,
Operating Revenue,2408000000.0,2437000000.0,2493000000.0,2386000000.0,2306000000.0,,
Occupancy And Equipment,133000000.0,134000000.0,129000000.0,130000000.0,132000000.0,,
Professional Expense And Contract Services Expense,93000000.0,105000000.0,81000000.0,86000000.0,84000000.0,,
Other Non Interest Expense,245000000.0,297000000.0,274000000.0,251000000.0,254000000.0,,
