,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.251628,0.223726,0.24,0.269,0.264507,,
Normalized EBITDA,386458000.0,429910000.0,421782000.0,374254000.0,358156000.0,,
Net Income From Continuing Operation Net Minority Interest,141553000.0,181069000.0,170849000.0,128624000.0,117740000.0,,
Reconciled Depreciation,179410000.0,179204000.0,179125000.0,176980000.0,179476000.0,,
Reconciled Cost Of Revenue,2670226000.0,2673437000.0,2630413000.0,2542784000.0,2555837000.0,,
EBITDA,386458000.0,429910000.0,421782000.0,374254000.0,358156000.0,,
EBIT,207048000.0,250706000.0,242657000.0,197274000.0,178680000.0,,
Net Interest Income,-17900000.0,-13203000.0,-17871000.0,-21285000.0,-18597000.0,,
Interest Expense,17900000.0,17452000.0,17871000.0,21285000.0,18597000.0,,
Normalized Income,141553000.0,181069000.0,170849000.0,128624000.0,117740000.0,,
Net Income From Continuing And Discontinued Operation,141553000.0,181069000.0,170849000.0,128624000.0,117740000.0,,
Total Expenses,2849443000.0,2850169000.0,2810240000.0,2730907000.0,2742712000.0,,
Rent Expense Supplemental,1404900000.0,1413783000.0,1332386000.0,1266908000.0,1293328000.0,,
Total Operating Income As Reported,207048000.0,246457000.0,242657000.0,197274000.0,178680000.0,,
Diluted Average Shares,95204000.0,95505000.0,96847000.0,97976000.0,100489000.0,,
Basic Average Shares,94299203.0,94594725.0,95218346.0,96799281.0,99194591.0,,
Diluted EPS,1.49,1.9,1.76,1.31,1.17,,
Basic EPS,1.501105,1.914166,1.794287,1.32877,1.18696,,
Diluted NI Availto Com Stockholders,141553000.0,181069000.0,170849000.0,128624000.0,117740000.0,,
Net Income Common Stockholders,141553000.0,181069000.0,170849000.0,128624000.0,117740000.0,,
Net Income,141553000.0,181069000.0,170849000.0,128624000.0,117740000.0,,
Net Income Including Noncontrolling Interests,141553000.0,181069000.0,170849000.0,128624000.0,117740000.0,,
Net Income Continuous Operations,141553000.0,181069000.0,170849000.0,128624000.0,117740000.0,,
Tax Provision,47595000.0,52185000.0,53937000.0,47365000.0,42343000.0,,
Pretax Income,189148000.0,233254000.0,224786000.0,175989000.0,160083000.0,,
Net Non Operating Interest Income Expense,-17900000.0,-13203000.0,-17871000.0,-21285000.0,-18597000.0,,
Interest Expense Non Operating,17900000.0,17452000.0,17871000.0,21285000.0,18597000.0,,
Operating Income,207048000.0,246457000.0,242657000.0,197274000.0,178680000.0,,
Operating Expense,179217000.0,176732000.0,179827000.0,188123000.0,186875000.0,,
Other Operating Expenses,,,132701000.0,128245000.0,123452000.0,124070000.0,127889000.0
Other Taxes,18533000.0,18300000.0,18020000.0,17770000.0,17480000.0,,
Selling General And Administration,160684000.0,158432000.0,161807000.0,170353000.0,169395000.0,,
General And Administrative Expense,160684000.0,158432000.0,161807000.0,170353000.0,169395000.0,,
Other Gand A,72934000.0,75613000.0,79792000.0,85515000.0,84378000.0,,
Insurance And Claims,87750000.0,82819000.0,82015000.0,84838000.0,85017000.0,,
Gross Profit,386265000.0,423189000.0,422484000.0,385397000.0,365555000.0,,
Cost Of Revenue,2670226000.0,2673437000.0,2630413000.0,2542784000.0,2555837000.0,,
Total Revenue,3056491000.0,3096626000.0,3052897000.0,2928181000.0,2921392000.0,,
Operating Revenue,3056491000.0,3096626000.0,3052897000.0,2928181000.0,2921392000.0,,
