,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,6330000.0,-2264705.882353,-50148000.0,-26196000.0,-5190000.0,,
Tax Rate For Calcs,0.211,0.046218,0.252,0.222,0.173,,
Normalized EBITDA,796000000.0,974000000.0,795000000.0,917000000.0,828000000.0,,
Total Unusual Items,30000000.0,-49000000.0,-199000000.0,-118000000.0,-30000000.0,,
Total Unusual Items Excluding Goodwill,30000000.0,-49000000.0,-199000000.0,-118000000.0,-30000000.0,,
Net Income From Continuing Operation Net Minority Interest,298000000.0,456000000.0,108000000.0,219000000.0,295000000.0,,
Reconciled Depreciation,293000000.0,307000000.0,296000000.0,291000000.0,287000000.0,,
Reconciled Cost Of Revenue,19268000000.0,17343000000.0,19102000000.0,19796000000.0,18995000000.0,,
EBITDA,826000000.0,925000000.0,596000000.0,799000000.0,798000000.0,,
EBIT,533000000.0,618000000.0,300000000.0,508000000.0,511000000.0,,
Net Interest Income,-24000000.0,-213000000.0,-32000000.0,-229000000.0,-20000000.0,,
Interest Expense,149000000.0,142000000.0,153000000.0,229000000.0,158000000.0,,
Interest Income,125000000.0,-71000000.0,121000000.0,,138000000.0,162000000.0,
Normalized Income,274330000.0,502735294.117647,256852000.0,310804000.0,319810000.0,,
Net Income From Continuing And Discontinued Operation,298000000.0,456000000.0,108000000.0,219000000.0,295000000.0,,
Total Expenses,20229000000.0,18236000000.0,19975000000.0,20707000000.0,19927000000.0,,
Diluted Average Shares,484000000.0,484000000.0,484000000.0,484000000.0,483000000.0,,
Basic Average Shares,482000000.0,480000000.0,480464483.0,480450015.0,480155676.0,,
Diluted EPS,0.618257,0.94,0.22,0.45,0.61,,
Basic EPS,0.618257,0.95,0.224782,0.455823,0.614384,,
Diluted NI Availto Com Stockholders,298000000.0,456000000.0,108000000.0,219000000.0,295000000.0,,
Net Income Common Stockholders,298000000.0,456000000.0,108000000.0,219000000.0,295000000.0,,
Net Income,298000000.0,456000000.0,108000000.0,219000000.0,295000000.0,,
Minority Interests,-5000000.0,2000000.0,-2000000.0,2000000.0,3000000.0,,
Net Income Including Noncontrolling Interests,303000000.0,454000000.0,110000000.0,217000000.0,292000000.0,,
Net Income Continuous Operations,303000000.0,454000000.0,110000000.0,217000000.0,292000000.0,,
Tax Provision,81000000.0,22000000.0,37000000.0,62000000.0,61000000.0,,
Pretax Income,384000000.0,476000000.0,147000000.0,279000000.0,353000000.0,,
Other Income Expense,147000000.0,369000000.0,-218000000.0,49000000.0,125000000.0,,
Other Non Operating Income Expenses,28000000.0,7000000.0,22000000.0,33000000.0,11000000.0,,
Special Income Charges,30000000.0,-49000000.0,-199000000.0,-118000000.0,-30000000.0,,
Gain On Sale Of Ppe,42000000.0,3000000.0,47000000.0,19000000.0,8000000.0,,
Write Off,,,,137000000.0,,,507000000.0
Impairment Of Capital Assets,,6000000.0,173000000.0,,0.0,,507000000.0
Restructuring And Mergern Acquisition,12000000.0,46000000.0,73000000.0,,38000000.0,,0.0
Earnings From Equity Interest,89000000.0,411000000.0,-41000000.0,134000000.0,144000000.0,,
Net Non Operating Interest Income Expense,-24000000.0,-213000000.0,-32000000.0,-229000000.0,-20000000.0,,
Interest Expense Non Operating,149000000.0,142000000.0,153000000.0,229000000.0,158000000.0,,
Interest Income Non Operating,125000000.0,-71000000.0,121000000.0,,138000000.0,162000000.0,
Operating Income,261000000.0,320000000.0,397000000.0,459000000.0,248000000.0,,
Operating Expense,961000000.0,893000000.0,873000000.0,911000000.0,932000000.0,,
Selling General And Administration,961000000.0,893000000.0,873000000.0,911000000.0,932000000.0,,
Gross Profit,1222000000.0,1213000000.0,1270000000.0,1370000000.0,1180000000.0,,
Cost Of Revenue,19268000000.0,17343000000.0,19102000000.0,19796000000.0,18995000000.0,,
Total Revenue,20490000000.0,18556000000.0,20372000000.0,21166000000.0,20175000000.0,,
Operating Revenue,20490000000.0,18556000000.0,20372000000.0,21166000000.0,20175000000.0,,
