,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,-2144102.868969,0.0,-884730.0,
Tax Rate For Calcs,0.21,0.18,0.187586,0.27,0.21,
Normalized EBITDA,795717000.0,254363000.0,490643000.0,245914000.0,262745000.0,
Total Unusual Items,0.0,,-11430000.0,0.0,-4213000.0,0.0
Total Unusual Items Excluding Goodwill,0.0,,-11430000.0,0.0,-4213000.0,0.0
Net Income From Continuing Operation Net Minority Interest,590723000.0,166518000.0,347793000.0,141328000.0,162644000.0,
Reconciled Depreciation,33590000.0,34128000.0,34154000.0,33834000.0,33677000.0,
Reconciled Cost Of Revenue,92040000.0,95690000.0,94337000.0,87727000.0,83965000.0,
EBITDA,795717000.0,254363000.0,479213000.0,245914000.0,258532000.0,
EBIT,762127000.0,220235000.0,445059000.0,212080000.0,224855000.0,
Net Interest Income,-14128000.0,-17260000.0,-13561000.0,-18404000.0,-18806000.0,
Interest Expense,15328000.0,17260000.0,16961000.0,18404000.0,19606000.0,
Interest Income,1200000.0,,,,800000.0,900000.0
Normalized Income,590723000.0,166518000.0,357078897.131031,141328000.0,165972270.0,
Net Income From Continuing And Discontinued Operation,590723000.0,166518000.0,347793000.0,141328000.0,162644000.0,
Total Expenses,478501000.0,464694000.0,448796000.0,434109000.0,408689000.0,
Total Operating Income As Reported,295802000.0,221131000.0,433569000.0,209828000.0,223464000.0,
Diluted Average Shares,118553000.0,119989000.0,120674000.0,120461000.0,120854000.0,
Basic Average Shares,118185000.0,119330000.0,119714000.0,119913000.0,120177000.0,
Diluted EPS,4.98,1.39,2.94,1.17,1.35,
Basic EPS,5.0,1.4,2.96,1.18,1.35,
Diluted NI Availto Com Stockholders,590723000.0,166518000.0,347793000.0,141328000.0,162644000.0,
Net Income Common Stockholders,590723000.0,166518000.0,347793000.0,141328000.0,162644000.0,
Net Income,590723000.0,166518000.0,347793000.0,141328000.0,162644000.0,
Net Income Including Noncontrolling Interests,590723000.0,166518000.0,347793000.0,141328000.0,162644000.0,
Net Income Continuous Operations,590723000.0,166518000.0,347793000.0,141328000.0,162644000.0,
Tax Provision,156076000.0,36457000.0,80305000.0,52348000.0,42605000.0,
Pretax Income,746799000.0,202975000.0,428098000.0,193676000.0,205249000.0,
Other Income Expense,465100000.0,-896000.0,-3351000.0,2252000.0,-3613000.0,
Other Non Operating Income Expenses,465100000.0,-896000.0,8079000.0,2252000.0,600000.0,
Special Income Charges,0.0,,-11430000.0,0.0,-4213000.0,0.0
Write Off,0.0,,,,4213000.0,
Restructuring And Mergern Acquisition,,,,0.0,,0.0
Net Non Operating Interest Income Expense,-14128000.0,-17260000.0,-13561000.0,-18404000.0,-18806000.0,
Interest Expense Non Operating,15328000.0,17260000.0,16961000.0,18404000.0,19606000.0,
Interest Income Non Operating,1200000.0,,,,800000.0,900000.0
Operating Income,295802000.0,221131000.0,444999000.0,209828000.0,227677000.0,
Operating Expense,364883000.0,346948000.0,331897000.0,324084000.0,302427000.0,
Depreciation Amortization Depletion Income Statement,12012000.0,12072000.0,11592000.0,11536000.0,11380000.0,
Depreciation And Amortization In Income Statement,12012000.0,12072000.0,11592000.0,11536000.0,11380000.0,
Amortization,12012000.0,12072000.0,11592000.0,11536000.0,11380000.0,
Amortization Of Intangibles Income Statement,12012000.0,12072000.0,11592000.0,11536000.0,11380000.0,
Research And Development,124132000.0,119984000.0,114507000.0,116647000.0,111023000.0,
Selling General And Administration,228739000.0,214892000.0,205798000.0,195901000.0,180024000.0,
Selling And Marketing Expense,140093000.0,140891000.0,142197000.0,141756000.0,125031000.0,
General And Administrative Expense,88646000.0,74001000.0,63601000.0,54145000.0,54993000.0,
Other Gand A,88646000.0,74001000.0,63601000.0,54145000.0,54993000.0,
Gross Profit,660685000.0,568079000.0,776896000.0,533912000.0,530104000.0,
Cost Of Revenue,113618000.0,117746000.0,116899000.0,110025000.0,106262000.0,
Total Revenue,774303000.0,685825000.0,893795000.0,643937000.0,636366000.0,
Operating Revenue,774303000.0,685825000.0,893795000.0,643937000.0,636366000.0,
