,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.185806,0.222495,0.14,0.15,0.185827,,
Normalized EBITDA,700600000.0,694700000.0,639400000.0,560200000.0,560000000.0,,
Total Unusual Items,,,,,,0.0,106300000.0
Total Unusual Items Excluding Goodwill,,,,,,0.0,106300000.0
Net Income From Continuing Operation Net Minority Interest,534500000.0,506000000.0,473900000.0,440100000.0,433400000.0,,
Reconciled Depreciation,39800000.0,39500000.0,38400000.0,38300000.0,35800000.0,,
Reconciled Cost Of Revenue,364500000.0,389200000.0,331700000.0,314900000.0,293100000.0,,
EBITDA,700600000.0,694700000.0,639400000.0,560200000.0,560000000.0,,
EBIT,660800000.0,655200000.0,601000000.0,521900000.0,524200000.0,,
Net Interest Income,28700000.0,27900000.0,34500000.0,40400000.0,39400000.0,,
Interest Expense,4200000.0,4400000.0,6200000.0,4600000.0,4900000.0,,
Interest Income,32900000.0,32300000.0,40700000.0,45000000.0,44300000.0,,
Normalized Income,534500000.0,506000000.0,473900000.0,440100000.0,433400000.0,,
Net Income From Continuing And Discontinued Operation,534500000.0,506000000.0,473900000.0,440100000.0,433400000.0,,
Total Expenses,1269600000.0,1279400000.0,1177600000.0,1172000000.0,1085900000.0,,
Total Operating Income As Reported,580000000.0,625600000.0,547300000.0,458000000.0,453800000.0,,
Diluted Average Shares,742800000.0,748000000.0,761200000.0,772700000.0,776800000.0,,
Basic Average Shares,738800000.0,743100000.0,755500000.0,765500000.0,768300000.0,,
Diluted EPS,0.72,0.68,0.62,0.57,0.56,,
Basic EPS,0.72,0.68,0.63,0.57,0.56,,
Diluted NI Availto Com Stockholders,534500000.0,506000000.0,473900000.0,440100000.0,433400000.0,,
Net Income Common Stockholders,534500000.0,506000000.0,473900000.0,440100000.0,433400000.0,,
Net Income,534500000.0,506000000.0,473900000.0,440100000.0,433400000.0,,
Net Income Including Noncontrolling Interests,534500000.0,506000000.0,473900000.0,440100000.0,433400000.0,,
Net Income Continuous Operations,534500000.0,506000000.0,473900000.0,440100000.0,433400000.0,,
Earnings From Equity Interest Net Of Tax,-100000.0,0.0,-200000.0,-100000.0,10600000.0,,
Tax Provision,122000000.0,144800000.0,120700000.0,77100000.0,96500000.0,,
Pretax Income,656600000.0,650800000.0,594800000.0,517300000.0,519300000.0,,
Other Income Expense,47900000.0,-2700000.0,13000000.0,18900000.0,26100000.0,,
Other Non Operating Income Expenses,47900000.0,-2700000.0,13000000.0,18900000.0,26100000.0,,
Special Income Charges,,,,,,0.0,106300000.0
Restructuring And Mergern Acquisition,,,,,,0.0,-106300000.0
Net Non Operating Interest Income Expense,28700000.0,27900000.0,34500000.0,40400000.0,39400000.0,,
Interest Expense Non Operating,4200000.0,4400000.0,6200000.0,4600000.0,4900000.0,,
Interest Income Non Operating,32900000.0,32300000.0,40700000.0,45000000.0,44300000.0,,
Operating Income,580000000.0,625600000.0,547300000.0,458000000.0,453800000.0,,
Operating Expense,905100000.0,890200000.0,845900000.0,857100000.0,792800000.0,,
Other Operating Expenses,-1400000.0,-1400000.0,-1400000.0,-1300000.0,-6300000.0,,
Research And Development,214000000.0,205000000.0,202400000.0,209500000.0,198600000.0,,
Selling General And Administration,692500000.0,686600000.0,644900000.0,648900000.0,600500000.0,,
Selling And Marketing Expense,636300000.0,629300000.0,583500000.0,592000000.0,542700000.0,,
General And Administrative Expense,56200000.0,57300000.0,61400000.0,56900000.0,57800000.0,,
Other Gand A,56200000.0,57300000.0,61400000.0,56900000.0,57800000.0,,
Gross Profit,1485100000.0,1515800000.0,1393200000.0,1315100000.0,1246600000.0,,
Cost Of Revenue,364500000.0,389200000.0,331700000.0,314900000.0,293100000.0,,
Total Revenue,1849600000.0,1905000000.0,1724900000.0,1630000000.0,1539700000.0,,
Operating Revenue,1849600000.0,1905000000.0,1724900000.0,1630000000.0,1539700000.0,,
